model,stem,cls,rel_area,detected
YOLO11n,United_States__United_States_002931,D00,0.047275,True
YOLO11n,United_States__United_States_002931,D10,0.00916,True
YOLO11n,United_States__United_States_002936,D10,0.002095,False
YOLO11n,United_States__United_States_002936,D20,0.092168,False
YOLO11n,United_States__United_States_002936,D00,0.020425,True
YOLO11n,United_States__United_States_002949,D10,0.005449,False
YOLO11n,United_States__United_States_002949,D00,0.00333,True
YOLO11n,United_States__United_States_002949,D00,0.004629,True
YOLO11n,United_States__United_States_002950,D00,0.034187,False
YOLO11n,United_States__United_States_002950,D10,0.004438,True
YOLO11n,United_States__United_States_002968,D00,0.04125,True
YOLO11n,United_States__United_States_002972,D00,0.017427,True
YOLO11n,United_States__United_States_002976,D00,0.005405,False
YOLO11n,United_States__United_States_002987,D00,0.008306,False
YOLO11n,United_States__United_States_002987,D00,0.034495,True
YOLO11n,United_States__United_States_002989,D00,0.017275,True
YOLO11n,United_States__United_States_002989,D10,0.012107,False
YOLO11n,United_States__United_States_002994,D00,0.015176,False
YOLO11n,United_States__United_States_002994,D20,0.036191,False
YOLO11n,United_States__United_States_002995,D00,0.028984,True
YOLO11n,United_States__United_States_002996,D00,0.028806,False
YOLO11n,United_States__United_States_003012,D10,0.007185,True
YOLO11n,United_States__United_States_003012,D10,0.038037,False
YOLO11n,United_States__United_States_003012,D00,0.034141,True
YOLO11n,United_States__United_States_003012,D10,0.005127,False
YOLO11n,United_States__United_States_003026,D00,0.01625,True
YOLO11n,United_States__United_States_003026,D00,0.001208,False
YOLO11n,United_States__United_States_003026,D10,0.004666,False
YOLO11n,United_States__United_States_003033,D10,0.008972,True
YOLO11n,United_States__United_States_003033,D00,0.010093,False
YOLO11n,United_States__United_States_003036,D00,0.0271,True
YOLO11n,United_States__United_States_003036,D10,0.026587,False
YOLO11n,United_States__United_States_003037,D10,0.007578,True
YOLO11n,United_States__United_States_003037,D00,0.016382,True
YOLO11n,United_States__United_States_003037,D00,0.014658,False
YOLO11n,United_States__United_States_003037,D00,0.005066,True
YOLO11n,United_States__United_States_003037,D40,0.002,False
YOLO11n,United_States__United_States_003037,D10,0.022129,True
YOLO11n,United_States__United_States_003037,D00,0.005049,False
YOLO11n,United_States__United_States_003047,D00,0.034607,True
YOLO11n,United_States__United_States_003047,D10,0.03916,False
YOLO11n,United_States__United_States_003047,D10,0.00624,False
YOLO11n,United_States__United_States_003047,D00,0.013735,False
YOLO11n,United_States__United_States_003047,D10,0.031824,True
YOLO11n,United_States__United_States_003055,D00,0.060828,False
YOLO11n,United_States__United_States_003059,D00,0.003867,True
YOLO11n,United_States__United_States_003059,D10,0.03834,True
YOLO11n,United_States__United_States_003059,D00,0.084243,True
YOLO11n,United_States__United_States_003059,D00,0.027559,True
YOLO11n,United_States__United_States_003059,D10,0.020132,False
YOLO11n,United_States__United_States_003061,D10,0.058279,True
YOLO11n,United_States__United_States_003062,D00,0.014067,True
YOLO11n,United_States__United_States_003062,D00,0.035127,True
YOLO11n,United_States__United_States_003067,D10,0.035547,False
YOLO11n,United_States__United_States_003067,D00,0.059883,True
YOLO11n,United_States__United_States_003067,D00,0.010557,False
YOLO11n,United_States__United_States_003074,D00,0.010459,True
YOLO11n,United_States__United_States_003074,D00,0.007871,True
YOLO11n,United_States__United_States_003074,D10,0.015107,False
YOLO11n,United_States__United_States_003074,D20,0.019373,True
YOLO11n,United_States__United_States_003074,D00,0.077791,True
YOLO11n,United_States__United_States_003076,D10,0.011133,True
YOLO11n,United_States__United_States_003078,D00,0.007505,True
YOLO11n,United_States__United_States_003081,D10,0.130781,False
YOLO11n,United_States__United_States_003081,D00,0.041169,False
YOLO11n,United_States__United_States_003084,D20,0.06354,True
YOLO11n,United_States__United_States_003084,D10,0.008213,False
YOLO11n,United_States__United_States_003084,D10,0.008379,False
YOLO11n,United_States__United_States_003085,D00,0.022339,False
YOLO11n,United_States__United_States_003085,D10,0.008911,False
YOLO11n,United_States__United_States_003085,D10,0.013711,True
YOLO11n,United_States__United_States_003093,D00,0.097075,False
YOLO11n,United_States__United_States_003093,D00,0.02467,False
YOLO11n,United_States__United_States_003093,D10,0.04303,False
YOLO11n,United_States__United_States_003093,D10,0.019329,False
YOLO11n,United_States__United_States_003119,D10,0.004199,True
YOLO11n,United_States__United_States_003127,D20,0.05125,False
YOLO11n,United_States__United_States_003142,D00,0.029385,False
YOLO11n,United_States__United_States_003142,D00,0.004189,True
YOLO11n,United_States__United_States_003148,D00,0.015586,True
YOLO11n,United_States__United_States_003172,D00,0.026448,False
YOLO11n,United_States__United_States_003172,D00,0.016328,False
YOLO11n,United_States__United_States_003175,D20,0.228271,True
YOLO11n,United_States__United_States_003175,D00,0.045439,False
YOLO11n,United_States__United_States_003178,D00,0.008032,True
YOLO11n,United_States__United_States_003178,D00,0.017275,True
YOLO11n,United_States__United_States_003178,D00,0.099868,True
YOLO11n,United_States__United_States_003189,D00,0.009575,True
YOLO11n,United_States__United_States_003189,D10,0.027646,True
YOLO11n,United_States__United_States_003214,D20,0.067698,False
YOLO11n,United_States__United_States_003215,D00,0.03375,True
YOLO11n,United_States__United_States_003220,D00,0.002246,False
YOLO11n,United_States__United_States_003222,D00,0.003894,False
YOLO11n,United_States__United_States_003230,D00,0.004956,False
YOLO11n,United_States__United_States_003231,D00,0.020947,True
YOLO11n,United_States__United_States_003231,D00,0.116602,True
YOLO11n,United_States__United_States_003240,D10,0.012061,True
YOLO11n,United_States__United_States_003240,D00,0.017363,True
YOLO11n,United_States__United_States_003240,D10,0.114485,True
YOLO11n,United_States__United_States_003240,D10,0.008984,False
YOLO11n,United_States__United_States_003240,D00,0.078677,False
YOLO11n,United_States__United_States_003250,D00,0.016758,False
YOLO11n,United_States__United_States_003250,D00,0.004297,False
YOLO11n,United_States__United_States_003250,D00,0.034668,False
YOLO11n,United_States__United_States_003250,D00,0.008203,False
YOLO11n,United_States__United_States_003251,D00,0.003936,True
YOLO11n,United_States__United_States_003251,D00,0.020742,False
YOLO11n,United_States__United_States_003251,D00,0.024785,True
YOLO11n,United_States__United_States_003251,D00,0.010408,False
YOLO11n,United_States__United_States_003258,D00,0.149365,True
YOLO11n,United_States__United_States_003258,D20,0.202822,True
YOLO11n,United_States__United_States_003264,D20,0.21293,True
YOLO11n,United_States__United_States_003266,D10,0.002344,False
YOLO11n,United_States__United_States_003266,D00,0.013877,True
YOLO11n,United_States__United_States_003266,D00,0.067944,True
YOLO11n,United_States__United_States_003272,D00,0.022012,True
YOLO11n,United_States__United_States_003272,D10,0.013115,True
YOLO11n,United_States__United_States_003272,D00,0.026855,True
YOLO11n,United_States__United_States_003272,D00,0.006951,False
YOLO11n,United_States__United_States_003279,D10,0.028301,True
YOLO11n,United_States__United_States_003279,D00,0.044336,True
YOLO11n,United_States__United_States_003283,D20,0.082383,False
YOLO11n,United_States__United_States_003284,D00,0.017681,True
YOLO11n,United_States__United_States_003284,D00,0.042114,True
YOLO11n,United_States__United_States_003289,D00,0.017256,True
YOLO11n,United_States__United_States_003289,D00,0.008496,True
YOLO11n,United_States__United_States_003289,D00,0.009346,True
YOLO11n,United_States__United_States_003320,D00,0.02373,True
YOLO11n,United_States__United_States_003320,D00,0.010054,True
YOLO11n,United_States__United_States_003320,D10,0.006914,False
YOLO11n,United_States__United_States_003320,D10,0.017344,False
YOLO11n,United_States__United_States_003320,D10,0.018867,False
YOLO11n,United_States__United_States_003320,D10,0.010029,False
YOLO11n,United_States__United_States_003321,D00,0.003457,True
YOLO11n,United_States__United_States_003321,D10,0.008423,True
YOLO11n,United_States__United_States_003321,D20,0.111211,True
YOLO11n,United_States__United_States_003321,D00,0.013447,True
YOLO11n,United_States__United_States_003336,D00,0.012246,True
YOLO11n,United_States__United_States_003336,D00,0.015,True
YOLO11n,United_States__United_States_003340,D00,0.028945,False
YOLO11n,United_States__United_States_003340,D10,0.004453,True
YOLO11n,United_States__United_States_003340,D00,0.004785,False
YOLO11n,United_States__United_States_003356,D00,0.005903,True
YOLO11n,United_States__United_States_003356,D20,0.088066,True
YOLO11n,United_States__United_States_003358,D00,0.017842,True
YOLO11n,United_States__United_States_003358,D10,0.019094,True
YOLO11n,United_States__United_States_003358,D10,0.015554,True
YOLO11n,United_States__United_States_003362,D00,0.108984,True
YOLO11n,United_States__United_States_003362,D10,0.008506,False
YOLO11n,United_States__United_States_003364,D00,0.010547,False
YOLO11n,United_States__United_States_003364,D00,0.009668,True
YOLO11n,United_States__United_States_003369,D00,0.058271,True
YOLO11n,United_States__United_States_003375,D00,0.053008,True
YOLO11n,United_States__United_States_003394,D00,0.037812,True
YOLO11n,United_States__United_States_003394,D00,0.028918,True
YOLO11n,United_States__United_States_003395,D00,0.013701,True
YOLO11n,United_States__United_States_003428,D20,0.026172,True
YOLO11n,United_States__United_States_003446,D00,0.0325,True
YOLO11n,United_States__United_States_003446,D00,0.031436,True
YOLO11n,United_States__United_States_003446,D00,0.001404,False
YOLO11n,United_States__United_States_003446,D00,0.002461,False
YOLO11n,United_States__United_States_003453,D00,0.004819,False
YOLO11n,United_States__United_States_003453,D10,0.004053,False
YOLO11n,United_States__United_States_003453,D00,0.043672,False
YOLO11n,United_States__United_States_003453,D10,0.004932,True
YOLO11n,United_States__United_States_003453,D00,0.003237,True
YOLO11n,United_States__United_States_003454,D00,0.053833,False
YOLO11n,United_States__United_States_003454,D00,0.011865,True
YOLO11n,United_States__United_States_003455,D10,0.005977,False
YOLO11n,United_States__United_States_003455,D10,0.026267,True
YOLO11n,United_States__United_States_003455,D00,0.00791,True
YOLO11n,United_States__United_States_003455,D00,0.003706,True
YOLO11n,United_States__United_States_003460,D00,0.048003,True
YOLO11n,United_States__United_States_003481,D00,0.126743,True
YOLO11n,United_States__United_States_003483,D00,0.01582,False
YOLO11n,United_States__United_States_003486,D00,0.032578,False
YOLO11n,United_States__United_States_003486,D00,0.005532,False
YOLO11n,United_States__United_States_003494,D00,0.018281,False
YOLO11n,United_States__United_States_003494,D00,0.007227,True
YOLO11n,United_States__United_States_003502,D10,0.048516,False
YOLO11n,United_States__United_States_003502,D00,0.058535,False
YOLO11n,United_States__United_States_003513,D00,0.043418,True
YOLO11n,United_States__United_States_003513,D10,0.006233,False
YOLO11n,United_States__United_States_003516,D00,0.00438,False
YOLO11n,United_States__United_States_003516,D00,0.051655,False
YOLO11n,United_States__United_States_003516,D10,0.005762,True
YOLO11n,United_States__United_States_003516,D10,0.009375,False
YOLO11n,United_States__United_States_003518,D00,0.005806,True
YOLO11n,United_States__United_States_003519,D00,0.003955,False
YOLO11n,United_States__United_States_003519,D20,0.074648,True
YOLO11n,United_States__United_States_003519,D10,0.002197,False
YOLO11n,United_States__United_States_003519,D00,0.016357,True
YOLO11n,United_States__United_States_003524,D00,0.012061,True
YOLO11n,United_States__United_States_003524,D00,0.014229,False
YOLO11n,United_States__United_States_003526,D40,0.004592,False
YOLO11n,United_States__United_States_003526,D00,0.003633,True
YOLO11n,United_States__United_States_003530,D00,0.044336,True
YOLO11n,United_States__United_States_003530,D00,0.070269,True
YOLO11n,United_States__United_States_003530,D10,0.004358,True
YOLO11n,United_States__United_States_003533,D10,0.004102,True
YOLO11n,United_States__United_States_003533,D00,0.024404,True
YOLO11n,United_States__United_States_003533,D20,0.06,False
YOLO11n,United_States__United_States_003533,D00,0.124277,True
YOLO11n,United_States__United_States_003533,D00,0.152612,False
YOLO11n,United_States__United_States_003543,D00,0.052461,True
YOLO11n,United_States__United_States_003543,D00,0.004089,False
YOLO11n,United_States__United_States_003544,D10,0.016187,True
YOLO11n,United_States__United_States_003544,D10,0.030762,False
YOLO11n,United_States__United_States_003544,D00,0.070967,False
YOLO11n,United_States__United_States_003544,D00,0.027539,True
YOLO11n,United_States__United_States_003548,D00,0.090771,True
YOLO11n,United_States__United_States_003555,D40,0.007361,False
YOLO11n,United_States__United_States_003555,D00,0.009153,False
YOLO11n,United_States__United_States_003573,D00,0.008809,True
YOLO11n,United_States__United_States_003576,D00,0.074448,True
YOLO11n,United_States__United_States_003576,D10,0.027539,True
YOLO11n,United_States__United_States_003586,D00,0.024199,True
YOLO11n,United_States__United_States_003587,D10,0.01426,True
YOLO11n,United_States__United_States_003587,D00,0.033042,True
YOLO11n,United_States__United_States_003595,D00,0.040928,True
YOLO11n,United_States__United_States_003595,D20,0.101406,False
YOLO11n,United_States__United_States_003600,D00,0.019336,True
YOLO11n,United_States__United_States_003617,D10,0.01355,True
YOLO11n,United_States__United_States_003617,D10,0.006819,True
YOLO11n,United_States__United_States_003618,D00,0.001123,False
YOLO11n,United_States__United_States_003619,D00,0.004102,False
YOLO11n,United_States__United_States_003619,D10,0.013381,True
YOLO11n,United_States__United_States_003619,D00,0.027388,True
YOLO11n,United_States__United_States_003624,D00,0.022881,True
YOLO11n,United_States__United_States_003624,D00,0.044023,True
YOLO11n,United_States__United_States_003626,D20,0.123452,False
YOLO11n,United_States__United_States_003633,D00,0.056943,True
YOLO11n,United_States__United_States_003642,D00,0.0171,False
YOLO11n,United_States__United_States_003642,D00,0.058652,True
YOLO11n,United_States__United_States_003642,D00,0.007266,True
YOLO11n,United_States__United_States_003642,D10,0.005781,False
YOLO11n,United_States__United_States_003642,D10,0.012017,False
YOLO11n,United_States__United_States_003648,D10,0.010527,True
YOLO11n,United_States__United_States_003653,D00,0.009058,False
YOLO11n,United_States__United_States_003667,D10,0.00334,False
YOLO11n,United_States__United_States_003667,D00,0.073477,True
YOLO11n,United_States__United_States_003667,D00,0.056362,True
YOLO11n,United_States__United_States_003667,D00,0.055371,False
YOLO11n,United_States__United_States_003672,D20,0.103711,True
YOLO11n,United_States__United_States_003683,D00,0.060674,True
YOLO11n,United_States__United_States_003683,D10,0.036606,True
YOLO11n,United_States__United_States_003690,D10,0.011816,True
YOLO11n,United_States__United_States_003690,D10,0.010759,False
YOLO11n,United_States__United_States_003701,D20,0.343335,True
YOLO11n,United_States__United_States_003706,D00,0.031172,True
YOLO11n,United_States__United_States_003722,D00,0.051797,False
YOLO11n,United_States__United_States_003722,D10,0.024658,False
YOLO11n,United_States__United_States_003728,D00,0.038269,True
YOLO11n,United_States__United_States_003728,D10,0.005586,False
YOLO11n,United_States__United_States_003728,D10,0.005063,False
YOLO11n,United_States__United_States_003729,D00,0.038108,True
YOLO11n,United_States__United_States_003740,D00,0.001289,True
YOLO11n,United_States__United_States_003740,D00,0.00238,False
YOLO11n,United_States__United_States_003740,D00,0.003115,True
YOLO11n,United_States__United_States_003740,D00,0.013262,True
YOLO11n,United_States__United_States_003744,D10,0.012305,True
YOLO11n,United_States__United_States_003744,D20,0.074375,False
YOLO11n,United_States__United_States_003744,D10,0.019653,False
YOLO11n,United_States__United_States_003744,D10,0.004563,True
YOLO11n,United_States__United_States_003744,D10,0.004687,False
YOLO11n,United_States__United_States_003760,D10,0.021589,False
YOLO11n,United_States__United_States_003764,D10,0.020288,True
YOLO11n,United_States__United_States_003765,D00,0.026558,True
YOLO11n,United_States__United_States_003775,D10,0.030408,False
YOLO11n,United_States__United_States_003788,D00,0.063086,True
YOLO11n,United_States__United_States_003788,D10,0.021665,False
YOLO11n,United_States__United_States_003788,D00,0.011719,True
YOLO11n,United_States__United_States_003792,D10,0.024072,True
YOLO11n,United_States__United_States_003792,D10,0.006885,False
YOLO11n,United_States__United_States_003792,D00,0.021709,True
YOLO11n,United_States__United_States_003792,D00,0.004431,False
YOLO11n,United_States__United_States_003792,D00,0.022014,False
YOLO11n,United_States__United_States_003792,D00,0.004175,True
YOLO11n,United_States__United_States_003793,D10,0.143945,False
YOLO11n,United_States__United_States_003793,D10,0.01571,True
YOLO11n,United_States__United_States_003801,D00,0.095515,False
YOLO11n,United_States__United_States_003808,D00,0.062363,True
YOLO11n,United_States__United_States_003820,D00,0.02083,False
YOLO11n,United_States__United_States_003820,D10,0.029224,False
YOLO11n,United_States__United_States_003820,D00,0.04178,True
YOLO11n,United_States__United_States_003821,D00,0.0828,True
YOLO11n,United_States__United_States_003821,D00,0.040117,True
YOLO11n,United_States__United_States_003821,D10,0.014473,False
YOLO11n,United_States__United_States_003833,D00,0.118652,True
YOLO11n,United_States__United_States_003833,D00,0.011426,True
YOLO11n,United_States__United_States_003834,D00,0.00813,False
YOLO11n,United_States__United_States_003836,D00,0.009795,True
YOLO11n,United_States__United_States_003842,D00,0.021665,True
YOLO11n,United_States__United_States_003845,D10,0.018091,True
YOLO11n,United_States__United_States_003859,D20,0.081108,False
YOLO11n,United_States__United_States_003859,D20,0.090488,False
YOLO11n,United_States__United_States_003870,D00,0.02542,False
YOLO11n,United_States__United_States_003870,D00,0.005979,False
YOLO11n,United_States__United_States_003870,D00,0.039514,True
YOLO11n,United_States__United_States_003874,D00,0.010537,True
YOLO11n,United_States__United_States_003874,D00,0.00332,False
YOLO11n,United_States__United_States_003879,D00,0.017524,True
YOLO11n,United_States__United_States_003910,D00,0.006504,False
YOLO11n,United_States__United_States_003910,D00,0.030615,True
YOLO11n,United_States__United_States_003915,D00,0.013857,True
YOLO11n,United_States__United_States_003915,D00,0.014436,True
YOLO11n,United_States__United_States_003940,D00,0.137334,True
YOLO11n,United_States__United_States_003942,D20,0.14959,True
YOLO11n,United_States__United_States_003942,D00,0.086294,False
YOLO11n,United_States__United_States_003943,D20,0.033301,False
YOLO11n,United_States__United_States_003943,D20,0.040195,False
YOLO11n,United_States__United_States_003943,D20,0.110981,True
YOLO11n,United_States__United_States_003945,D10,0.004199,True
YOLO11n,United_States__United_States_003945,D00,0.017456,True
YOLO11n,United_States__United_States_003947,D00,0.003296,True
YOLO11n,United_States__United_States_003947,D00,0.004915,False
YOLO11n,United_States__United_States_003964,D10,0.007676,True
YOLO11n,United_States__United_States_003966,D00,0.089385,True
YOLO11n,United_States__United_States_003972,D00,0.011245,False
YOLO11n,United_States__United_States_003972,D00,0.026016,True
YOLO11n,United_States__United_States_003972,D00,0.002871,False
YOLO11n,United_States__United_States_003972,D10,0.016294,True
YOLO11n,United_States__United_States_003972,D10,0.030557,False
YOLO11n,United_States__United_States_003972,D10,0.01582,False
YOLO11n,United_States__United_States_003985,D00,0.005981,False
YOLO11n,United_States__United_States_003985,D40,0.00271,False
YOLO11n,United_States__United_States_003985,D10,0.002266,True
YOLO11n,United_States__United_States_003985,D20,0.191162,True
YOLO11n,United_States__United_States_003985,D00,0.083979,True
YOLO11n,United_States__United_States_003985,D40,0.015073,False
YOLO11n,United_States__United_States_003985,D40,0.000955,False
YOLO11n,United_States__United_States_004003,D10,0.022046,True
YOLO11n,United_States__United_States_004003,D00,0.020776,False
YOLO11n,United_States__United_States_004003,D00,0.013281,False
YOLO11n,United_States__United_States_004004,D00,0.030098,True
YOLO11n,United_States__United_States_004004,D00,0.050527,True
YOLO11n,United_States__United_States_004004,D00,0.077932,True
YOLO11n,United_States__United_States_004005,D10,0.009927,True
YOLO11n,United_States__United_States_004005,D00,0.029541,True
YOLO11n,United_States__United_States_004005,D10,0.005178,False
YOLO11n,United_States__United_States_004013,D10,0.065283,True
YOLO11n,United_States__United_States_004013,D00,0.062842,False
YOLO11n,United_States__United_States_004020,D00,0.003691,False
YOLO11n,United_States__United_States_004020,D00,0.041484,True
YOLO11n,United_States__United_States_004020,D00,0.027187,False
YOLO11n,United_States__United_States_004023,D00,0.007407,True
YOLO11n,United_States__United_States_004023,D20,0.031421,False
YOLO11n,United_States__United_States_004024,D00,0.010391,True
YOLO11n,United_States__United_States_004024,D10,0.012305,True
YOLO11n,United_States__United_States_004029,D10,0.010029,True
YOLO11n,United_States__United_States_004029,D00,0.004687,False
YOLO11n,United_States__United_States_004029,D20,0.053574,False
YOLO11n,United_States__United_States_004053,D10,0.015645,True
YOLO11n,United_States__United_States_004053,D00,0.016563,True
YOLO11n,United_States__United_States_004064,D00,0.001062,False
YOLO11n,United_States__United_States_004064,D00,0.003369,True
YOLO11n,United_States__United_States_004064,D00,0.023438,True
YOLO11n,United_States__United_States_004064,D00,0.017859,False
YOLO11n,United_States__United_States_004065,D00,0.006514,True
YOLO11n,United_States__United_States_004071,D00,0.037017,True
YOLO11n,United_States__United_States_004072,D10,0.057012,True
YOLO11n,United_States__United_States_004086,D00,0.032031,True
YOLO11n,United_States__United_States_004086,D00,0.024653,True
YOLO11n,United_States__United_States_004091,D00,0.023667,True
YOLO11n,United_States__United_States_004103,D00,0.015234,True
YOLO11n,United_States__United_States_004127,D00,0.048647,True
YOLO11n,United_States__United_States_004127,D00,0.005752,False
YOLO11n,United_States__United_States_004127,D00,0.005398,True
YOLO11n,United_States__United_States_004128,D00,0.033806,True
YOLO11n,United_States__United_States_004128,D00,0.055029,True
YOLO11n,United_States__United_States_004128,D00,0.013982,False
YOLO11n,United_States__United_States_004131,D10,0.041748,True
YOLO11n,United_States__United_States_004136,D20,0.132788,True
YOLO11n,United_States__United_States_004136,D00,0.017856,False
YOLO11n,United_States__United_States_004139,D00,0.007734,True
YOLO11n,United_States__United_States_004139,D00,0.001348,False
YOLO11n,United_States__United_States_004139,D00,0.004028,True
YOLO11n,United_States__United_States_004142,D00,0.044746,True
YOLO11n,United_States__United_States_004142,D00,0.114414,False
YOLO11n,United_States__United_States_004142,D10,0.009766,False
YOLO11n,United_States__United_States_004153,D00,0.052676,True
YOLO11n,United_States__United_States_004155,D00,0.045288,True
YOLO11n,United_States__United_States_004157,D00,0.019673,True
YOLO11n,United_States__United_States_004157,D00,0.007734,True
YOLO11n,United_States__United_States_004157,D10,0.01543,False
YOLO11n,United_States__United_States_004159,D20,0.055054,False
YOLO11n,United_States__United_States_004159,D10,0.007637,True
YOLO11n,United_States__United_States_004159,D10,0.005879,True
YOLO11n,United_States__United_States_004163,D00,0.011206,True
YOLO11n,United_States__United_States_004163,D10,0.019219,True
YOLO11n,United_States__United_States_004165,D10,0.042847,True
YOLO11n,United_States__United_States_004168,D10,0.008569,True
YOLO11n,United_States__United_States_004168,D00,0.007656,True
YOLO11n,United_States__United_States_004168,D00,0.035127,True
YOLO11n,United_States__United_States_004174,D00,0.025281,True
YOLO11n,United_States__United_States_004176,D00,0.034424,True
YOLO11n,United_States__United_States_004194,D00,0.002102,False
YOLO11n,United_States__United_States_004194,D00,0.049043,True
YOLO11n,United_States__United_States_004198,D10,0.011877,True
YOLO11n,United_States__United_States_004198,D00,0.019995,True
YOLO11n,United_States__United_States_004198,D10,0.00708,False
YOLO11n,United_States__United_States_004200,D00,0.019287,False
YOLO11n,United_States__United_States_004203,D00,0.0075,True
YOLO11n,United_States__United_States_004203,D20,0.086045,True
YOLO11n,United_States__United_States_004203,D10,0.008386,True
YOLO11n,United_States__United_States_004206,D00,0.001484,False
YOLO11n,United_States__United_States_004206,D10,0.010557,True
YOLO11n,United_States__United_States_004207,D00,0.038408,False
YOLO11n,United_States__United_States_004207,D00,0.010474,False
YOLO11n,United_States__United_States_004207,D10,0.007097,True
YOLO11n,United_States__United_States_004207,D00,0.116111,True
YOLO11n,United_States__United_States_004207,D10,0.009236,True
YOLO11n,United_States__United_States_004228,D20,0.106785,True
YOLO11n,United_States__United_States_004250,D10,0.017688,False
YOLO11n,United_States__United_States_004250,D10,0.012756,False
YOLO11n,United_States__United_States_004250,D10,0.026807,False
YOLO11n,United_States__United_States_004250,D10,0.003706,False
YOLO11n,United_States__United_States_004250,D10,0.008635,True
YOLO11n,United_States__United_States_004250,D00,0.136553,False
YOLO11n,United_States__United_States_004251,D00,0.092563,True
YOLO11n,United_States__United_States_004255,D10,0.009727,False
YOLO11n,United_States__United_States_004257,D00,0.107139,True
YOLO11n,United_States__United_States_004257,D00,0.075337,True
YOLO11n,United_States__United_States_004257,D00,0.017861,False
YOLO11n,United_States__United_States_004258,D00,0.009687,False
YOLO11n,United_States__United_States_004258,D00,0.006641,True
YOLO11n,United_States__United_States_004258,D00,0.009209,False
YOLO11n,United_States__United_States_004268,D00,0.070547,True
YOLO11n,United_States__United_States_004276,D20,0.116543,True
YOLO11n,United_States__United_States_004276,D20,0.060586,True
YOLO11n,United_States__United_States_004279,D20,0.120859,True
YOLO11n,United_States__United_States_004280,D10,0.053594,True
YOLO11n,United_States__United_States_004280,D00,0.003154,False
YOLO11n,United_States__United_States_004280,D00,0.003027,True
YOLO11n,United_States__United_States_004309,D00,0.004102,True
YOLO11n,United_States__United_States_004326,D00,0.05709,True
YOLO11n,United_States__United_States_004326,D00,0.006289,True
YOLO11n,United_States__United_States_004326,D10,0.004316,False
YOLO11n,United_States__United_States_004326,D00,0.005957,False
YOLO11n,United_States__United_States_004331,D00,0.016758,False
YOLO11n,United_States__United_States_004331,D10,0.009775,True
YOLO11n,United_States__United_States_004331,D00,0.001523,False
YOLO11n,United_States__United_States_004331,D00,0.024902,True
YOLO11n,United_States__United_States_004331,D10,0.006143,False
YOLO11n,United_States__United_States_004356,D20,0.246094,True
YOLO11n,United_States__United_States_004357,D20,0.042144,False
YOLO11n,United_States__United_States_004357,D00,0.044678,True
YOLO11n,United_States__United_States_004360,D00,0.011719,True
YOLO11n,United_States__United_States_004360,D10,0.040625,False
YOLO11n,United_States__United_States_004360,D20,0.019946,False
YOLO11n,United_States__United_States_004360,D00,0.009463,True
YOLO11n,United_States__United_States_004368,D00,0.019141,True
YOLO11n,United_States__United_States_004371,D00,0.090645,False
YOLO11n,United_States__United_States_004371,D00,0.026797,False
YOLO11n,United_States__United_States_004374,D00,0.000928,False
YOLO11n,United_States__United_States_004374,D20,0.128047,False
YOLO11n,United_States__United_States_004374,D00,0.053281,True
YOLO11n,United_States__United_States_004374,D20,0.045869,False
YOLO11n,United_States__United_States_004374,D00,0.001719,False
YOLO11n,United_States__United_States_004374,D00,0.003713,False
YOLO11n,United_States__United_States_004376,D00,0.021094,True
YOLO11n,United_States__United_States_004385,D10,0.022402,True
YOLO11n,United_States__United_States_004386,D00,0.024932,True
YOLO11n,United_States__United_States_004387,D00,0.026162,False
YOLO11n,United_States__United_States_004387,D00,0.008591,True
YOLO11n,United_States__United_States_004387,D10,0.012129,False
YOLO11n,United_States__United_States_004388,D10,0.047578,True
YOLO11n,United_States__United_States_004398,D40,0.00082,False
YOLO11n,United_States__United_States_004400,D10,0.021328,True
YOLO11n,United_States__United_States_004400,D20,0.008965,False
YOLO11n,United_States__United_States_004400,D00,0.011875,False
YOLO11n,United_States__United_States_004402,D00,0.028887,True
YOLO11n,United_States__United_States_004402,D00,0.025313,False
YOLO11n,United_States__United_States_004402,D00,0.004785,False
YOLO11n,United_States__United_States_004402,D00,0.001172,False
YOLO11n,United_States__United_States_004402,D00,0.018589,True
YOLO11n,United_States__United_States_004402,D10,0.054272,False
YOLO11n,United_States__United_States_004407,D00,0.003418,False
YOLO11n,United_States__United_States_004407,D00,0.103271,True
YOLO11n,United_States__United_States_004407,D00,0.002563,True
YOLO11n,United_States__United_States_004407,D10,0.021499,True
YOLO11n,United_States__United_States_004410,D20,0.021191,False
YOLO11n,United_States__United_States_004412,D20,0.062871,False
YOLO11n,United_States__United_States_004412,D20,0.13707,True
YOLO11n,United_States__United_States_004412,D10,0.01093,True
YOLO11n,United_States__United_States_004412,D10,0.00719,False
YOLO11n,United_States__United_States_004422,D00,0.008125,True
YOLO11n,United_States__United_States_004422,D00,0.004673,True
YOLO11n,United_States__United_States_004423,D10,0.02625,False
YOLO11n,United_States__United_States_004423,D00,0.021328,True
YOLO11n,United_States__United_States_004423,D00,0.066797,True
YOLO11n,United_States__United_States_004424,D00,0.088403,False
YOLO11n,United_States__United_States_004424,D00,0.008477,False
YOLO11n,United_States__United_States_004430,D00,0.063809,True
YOLO11n,United_States__United_States_004437,D00,0.02929,True
YOLO11n,United_States__United_States_004437,D00,0.017666,True
YOLO11n,United_States__United_States_004438,D00,0.003213,True
YOLO11n,United_States__United_States_004438,D10,0.004023,True
YOLO11n,United_States__United_States_004442,D00,0.035706,False
