model,stem,cls,conf,rel_area,best_iou,kind
YOLO11s,China_MotorBike__China_MotorBike_000921,D10,0.3103,0.005089,0.0,FP_background
YOLO11s,China_MotorBike__China_MotorBike_000921,D10,0.2469,0.099224,0.5302,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_000921,D10,0.2395,0.10683,0.5459,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_000926,D20,0.4477,0.292241,0.7753,TP
YOLO11s,China_MotorBike__China_MotorBike_000926,D20,0.3439,0.37672,0.3335,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_000926,D20,0.2463,0.313319,0.6249,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_000926,D20,0.2442,0.5401,0.4275,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_000928,D10,0.5793,0.24293,0.7405,TP
YOLO11s,China_MotorBike__China_MotorBike_000928,D10,0.4891,0.13274,0.5811,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_000930,D20,0.5721,0.399034,0.8773,TP
YOLO11s,China_MotorBike__China_MotorBike_000942,D00,0.3425,0.294471,0.1632,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_000942,D00,0.2674,0.44263,0.7942,TP
YOLO11s,China_MotorBike__China_MotorBike_000969,D10,0.521,0.011717,0.5375,TP
YOLO11s,China_MotorBike__China_MotorBike_000969,D00,0.3739,0.002795,0.7331,TP
YOLO11s,China_MotorBike__China_MotorBike_000969,D00,0.3606,0.155094,0.8001,TP
YOLO11s,China_MotorBike__China_MotorBike_000971,D40,0.8042,0.002357,0.6967,TP
YOLO11s,China_MotorBike__China_MotorBike_000971,D10,0.5179,0.071194,0.7997,TP
YOLO11s,China_MotorBike__China_MotorBike_000971,D10,0.396,0.001656,0.0,FP_background
YOLO11s,China_MotorBike__China_MotorBike_000973,D00,0.7729,0.073306,0.7575,TP
YOLO11s,China_MotorBike__China_MotorBike_000973,D10,0.4187,0.056952,0.8576,TP
YOLO11s,China_MotorBike__China_MotorBike_000973,D10,0.2549,0.070598,0.7567,FP_classification
YOLO11s,China_MotorBike__China_MotorBike_000979,D00,0.5417,0.080065,0.6833,TP
YOLO11s,China_MotorBike__China_MotorBike_000979,D10,0.3848,0.03435,0.756,TP
YOLO11s,China_MotorBike__China_MotorBike_000979,D00,0.3163,0.00127,0.865,TP
YOLO11s,China_MotorBike__China_MotorBike_000981,D00,0.4479,0.108722,0.8476,TP
YOLO11s,China_MotorBike__China_MotorBike_000981,D00,0.4092,0.198934,0.5463,TP
YOLO11s,China_MotorBike__China_MotorBike_000981,D00,0.3379,0.281662,0.4815,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_000989,D10,0.5294,0.024397,0.3218,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_000989,D10,0.3006,0.095477,0.7929,TP
YOLO11s,China_MotorBike__China_MotorBike_000989,D00,0.2778,0.138119,0.2919,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_000989,D10,0.2774,0.053645,0.7077,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_000989,D00,0.2686,0.076507,0.527,TP
YOLO11s,China_MotorBike__China_MotorBike_000989,D00,0.2569,0.019837,0.8136,TP
YOLO11s,China_MotorBike__China_MotorBike_000991,D00,0.5362,0.218243,0.2277,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_000991,D00,0.4558,0.25506,0.3974,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_000996,D00,0.6002,0.164012,0.5068,TP
YOLO11s,China_MotorBike__China_MotorBike_000996,D00,0.5788,0.229194,0.677,TP
YOLO11s,China_MotorBike__China_MotorBike_000996,D00,0.4072,0.313074,0.6045,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001014,D00,0.5204,0.069969,0.7179,TP
YOLO11s,China_MotorBike__China_MotorBike_001014,D00,0.4064,0.07662,0.7697,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001014,D10,0.354,0.017346,0.0,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001021,D10,0.3811,0.021486,0.5795,TP
YOLO11s,China_MotorBike__China_MotorBike_001026,D00,0.5191,0.11002,0.6247,TP
YOLO11s,China_MotorBike__China_MotorBike_001026,D00,0.4702,0.088066,0.9031,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001026,D00,0.2512,0.078837,0.7322,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001027,D10,0.4895,0.03678,0.7986,TP
YOLO11s,China_MotorBike__China_MotorBike_001027,D10,0.3925,0.019496,0.6883,TP
YOLO11s,China_MotorBike__China_MotorBike_001027,D10,0.3894,0.088609,0.3315,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001030,D10,0.4662,0.080128,0.5481,TP
YOLO11s,China_MotorBike__China_MotorBike_001030,D10,0.387,0.099918,0.6784,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001033,D40,0.6412,0.000972,0.5651,TP
YOLO11s,China_MotorBike__China_MotorBike_001033,D10,0.3998,0.037475,0.596,TP
YOLO11s,China_MotorBike__China_MotorBike_001033,D40,0.3102,0.001454,0.3778,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001033,D40,0.2884,0.001413,0.4537,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001043,D00,0.4076,0.003121,0.2811,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001043,D00,0.3742,0.019466,0.6463,TP
YOLO11s,China_MotorBike__China_MotorBike_001066,D00,0.7219,0.028976,0.8322,TP
YOLO11s,China_MotorBike__China_MotorBike_001066,D00,0.6204,0.014701,0.805,TP
YOLO11s,China_MotorBike__China_MotorBike_001066,D00,0.5608,0.048339,0.4652,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001066,D00,0.5221,0.054003,0.526,TP
YOLO11s,China_MotorBike__China_MotorBike_001066,D00,0.463,0.068693,0.677,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001087,D00,0.5511,0.092871,0.8136,TP
YOLO11s,China_MotorBike__China_MotorBike_001087,D00,0.3744,0.137362,0.6686,TP
YOLO11s,China_MotorBike__China_MotorBike_001087,D00,0.3189,0.256396,0.5755,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001087,D00,0.2413,0.238765,0.6137,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001094,D20,0.3407,0.147539,0.7502,FP_classification
YOLO11s,China_MotorBike__China_MotorBike_001102,D00,0.627,0.120429,0.6151,TP
YOLO11s,China_MotorBike__China_MotorBike_001114,D10,0.6082,0.035218,0.6757,TP
YOLO11s,China_MotorBike__China_MotorBike_001114,D00,0.3958,0.075486,0.5896,TP
YOLO11s,China_MotorBike__China_MotorBike_001122,D10,0.3862,0.07224,0.7327,TP
YOLO11s,China_MotorBike__China_MotorBike_001122,D00,0.3768,0.071665,0.496,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001122,D00,0.3457,0.003737,0.0263,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001126,D20,0.4399,0.191395,0.8947,TP
YOLO11s,China_MotorBike__China_MotorBike_001126,D20,0.4219,0.19679,0.294,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001126,D00,0.3446,0.005819,0.7905,TP
YOLO11s,China_MotorBike__China_MotorBike_001129,D00,0.4919,0.055847,0.4686,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001131,D00,0.5857,0.219494,0.8879,TP
YOLO11s,China_MotorBike__China_MotorBike_001131,D00,0.5512,0.030344,0.833,TP
YOLO11s,China_MotorBike__China_MotorBike_001139,D10,0.5289,0.015189,0.6809,TP
YOLO11s,China_MotorBike__China_MotorBike_001139,D00,0.4437,0.006389,0.4444,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001139,D10,0.3662,0.029195,0.6263,TP
YOLO11s,China_MotorBike__China_MotorBike_001139,D00,0.2492,0.004983,0.2756,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001151,D20,0.3858,0.293328,0.7738,TP
YOLO11s,China_MotorBike__China_MotorBike_001151,D20,0.3544,0.695449,0.3231,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001151,D00,0.2915,0.006517,0.7001,TP
YOLO11s,China_MotorBike__China_MotorBike_001153,D20,0.6266,0.807365,0.6597,TP
YOLO11s,China_MotorBike__China_MotorBike_001153,D20,0.3864,0.605397,0.9255,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001161,D10,0.5233,0.103534,0.5026,TP
YOLO11s,China_MotorBike__China_MotorBike_001161,D10,0.3994,0.021821,0.7038,TP
YOLO11s,China_MotorBike__China_MotorBike_001161,D10,0.3742,0.146789,0.7204,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001165,D00,0.5694,0.002656,0.3878,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001165,D10,0.4697,0.099793,0.5868,TP
YOLO11s,China_MotorBike__China_MotorBike_001165,D10,0.3321,0.049164,0.3955,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001165,D10,0.3047,0.105541,0.7661,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001165,D10,0.3038,0.077316,0.4577,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001165,D00,0.2755,0.138218,0.6256,TP
YOLO11s,China_MotorBike__China_MotorBike_001178,D00,0.4757,0.13978,0.6568,TP
YOLO11s,China_MotorBike__China_MotorBike_001178,D00,0.3188,0.061524,0.307,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001178,D00,0.3128,0.093323,0.4154,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001178,D00,0.2684,0.013328,0.0665,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001187,D00,0.5019,0.067858,0.9409,TP
YOLO11s,China_MotorBike__China_MotorBike_001194,D00,0.4878,0.011414,0.4813,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001194,D00,0.4222,0.011371,0.0,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001219,D00,0.8259,0.33554,0.9101,TP
YOLO11s,China_MotorBike__China_MotorBike_001219,D00,0.6683,0.288811,0.6072,TP
YOLO11s,China_MotorBike__China_MotorBike_001219,D00,0.3511,0.065483,0.7735,TP
YOLO11s,China_MotorBike__China_MotorBike_001219,D00,0.3024,0.230889,0.7398,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001219,D00,0.2621,0.048153,0.598,TP
YOLO11s,China_MotorBike__China_MotorBike_001224,D20,0.5234,0.212278,0.6624,TP
YOLO11s,China_MotorBike__China_MotorBike_001224,D20,0.4844,0.315481,0.4971,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001225,D00,0.5292,0.069386,0.4911,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001232,D10,0.3829,0.028711,0.8669,TP
YOLO11s,China_MotorBike__China_MotorBike_001232,D10,0.3715,0.122726,0.8892,TP
YOLO11s,China_MotorBike__China_MotorBike_001232,D10,0.2861,0.091141,0.6597,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001248,D10,0.5212,0.213238,0.8605,TP
YOLO11s,China_MotorBike__China_MotorBike_001248,D10,0.2581,0.27284,0.7721,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001273,D10,0.5975,0.190029,0.6407,TP
YOLO11s,China_MotorBike__China_MotorBike_001273,D10,0.4199,0.192941,0.8761,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001277,D00,0.5285,0.003178,0.6938,TP
YOLO11s,China_MotorBike__China_MotorBike_001277,D10,0.4763,0.038498,0.6336,TP
YOLO11s,China_MotorBike__China_MotorBike_001277,D10,0.4144,0.012582,0.6003,TP
YOLO11s,China_MotorBike__China_MotorBike_001277,D10,0.2612,0.022593,0.3343,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001285,D20,0.5694,0.922219,0.9169,TP
YOLO11s,China_MotorBike__China_MotorBike_001287,D00,0.6999,0.220036,0.5276,TP
YOLO11s,China_MotorBike__China_MotorBike_001287,D10,0.5055,0.081325,0.7565,TP
YOLO11s,China_MotorBike__China_MotorBike_001287,D00,0.4914,0.027602,0.5667,TP
YOLO11s,China_MotorBike__China_MotorBike_001287,D00,0.4027,0.036272,0.4256,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001287,D10,0.3433,0.074238,0.6913,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001289,D10,0.4741,0.125728,0.674,TP
YOLO11s,China_MotorBike__China_MotorBike_001289,D10,0.3656,0.087242,0.8985,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001300,D40,0.5051,0.009516,0.7937,TP
YOLO11s,China_MotorBike__China_MotorBike_001300,D40,0.2585,0.00142,0.1615,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001304,D00,0.4706,0.164439,0.8551,TP
YOLO11s,China_MotorBike__China_MotorBike_001304,D00,0.2455,0.112588,0.6682,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001313,D00,0.5501,0.084918,0.9123,TP
YOLO11s,China_MotorBike__China_MotorBike_001313,D00,0.249,0.12718,0.6182,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001326,D20,0.7222,0.380316,0.7341,TP
YOLO11s,China_MotorBike__China_MotorBike_001326,D10,0.3921,0.016566,0.6964,TP
YOLO11s,China_MotorBike__China_MotorBike_001326,D00,0.2404,0.107605,0.0034,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001331,D00,0.4888,0.356843,0.2191,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001331,D00,0.3661,0.026755,0.3935,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001331,D20,0.3471,0.02841,0.0,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001331,D00,0.3053,0.247645,0.3157,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001337,D10,0.548,0.1373,0.6737,TP
YOLO11s,China_MotorBike__China_MotorBike_001337,D10,0.4267,0.124464,0.6861,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001337,D10,0.325,0.138914,0.9592,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001339,D00,0.6047,0.163893,0.7445,TP
YOLO11s,China_MotorBike__China_MotorBike_001339,D10,0.5566,0.019746,0.8174,TP
YOLO11s,China_MotorBike__China_MotorBike_001339,D10,0.542,0.161909,0.6756,TP
YOLO11s,China_MotorBike__China_MotorBike_001339,D00,0.3754,0.082099,0.4525,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001339,D10,0.293,0.141288,0.4927,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001339,D00,0.2817,0.052341,0.7137,TP
YOLO11s,China_MotorBike__China_MotorBike_001349,D00,0.7036,0.004688,0.8056,TP
YOLO11s,China_MotorBike__China_MotorBike_001349,D10,0.5266,0.049004,0.9249,TP
YOLO11s,China_MotorBike__China_MotorBike_001349,D10,0.4006,0.021253,0.4699,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001350,D40,0.9093,0.00421,0.8376,TP
YOLO11s,China_MotorBike__China_MotorBike_001354,D00,0.503,0.090889,0.7661,TP
YOLO11s,China_MotorBike__China_MotorBike_001356,D20,0.7265,0.492614,0.9152,TP
YOLO11s,China_MotorBike__China_MotorBike_001365,D00,0.4453,0.239388,0.692,TP
YOLO11s,China_MotorBike__China_MotorBike_001365,D10,0.4391,0.264166,0.6781,FP_classification
YOLO11s,China_MotorBike__China_MotorBike_001367,D00,0.7183,0.074411,0.661,TP
YOLO11s,China_MotorBike__China_MotorBike_001367,D20,0.5529,0.09595,0.6232,TP
YOLO11s,China_MotorBike__China_MotorBike_001368,D00,0.5019,0.134143,0.6927,TP
YOLO11s,China_MotorBike__China_MotorBike_001368,D00,0.437,0.191056,0.9147,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001377,D20,0.5146,0.249898,0.6011,TP
YOLO11s,China_MotorBike__China_MotorBike_001383,D20,0.5816,0.75251,0.6981,TP
YOLO11s,China_MotorBike__China_MotorBike_001384,D00,0.5916,0.123979,0.9203,TP
YOLO11s,China_MotorBike__China_MotorBike_001384,D00,0.2456,0.159592,0.7206,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001385,D00,0.3763,0.006742,0.5889,TP
YOLO11s,China_MotorBike__China_MotorBike_001390,D10,0.5449,0.041198,0.8919,TP
YOLO11s,China_MotorBike__China_MotorBike_001390,D00,0.4963,0.297927,0.7445,TP
YOLO11s,China_MotorBike__China_MotorBike_001390,D00,0.4788,0.218077,0.6484,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001390,D00,0.4064,0.145166,0.4542,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001390,D00,0.2433,0.21182,0.7269,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001409,D00,0.6229,0.187853,0.79,TP
YOLO11s,China_MotorBike__China_MotorBike_001409,D20,0.5603,0.474276,0.5333,TP
YOLO11s,China_MotorBike__China_MotorBike_001409,D20,0.4178,0.167236,0.9597,TP
YOLO11s,China_MotorBike__China_MotorBike_001412,D00,0.55,0.105967,0.7811,TP
YOLO11s,China_MotorBike__China_MotorBike_001412,D20,0.3135,0.00613,0.0,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001413,D00,0.5965,0.053499,0.7895,TP
YOLO11s,China_MotorBike__China_MotorBike_001413,D10,0.5227,0.062072,0.7513,TP
YOLO11s,China_MotorBike__China_MotorBike_001413,D00,0.4585,0.022081,0.653,TP
YOLO11s,China_MotorBike__China_MotorBike_001413,D10,0.2742,0.13383,0.4083,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001420,D10,0.5763,0.03168,0.7586,TP
YOLO11s,China_MotorBike__China_MotorBike_001420,D10,0.5213,0.05762,0.4171,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001429,D00,0.5218,0.114768,0.7849,TP
YOLO11s,China_MotorBike__China_MotorBike_001429,D10,0.5162,0.006802,0.3735,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001429,D00,0.4732,0.070381,0.6225,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001429,D10,0.2913,0.020594,0.8329,TP
YOLO11s,China_MotorBike__China_MotorBike_001430,D20,0.743,0.300613,0.73,TP
YOLO11s,China_MotorBike__China_MotorBike_001434,D00,0.5456,0.104745,0.8484,TP
YOLO11s,China_MotorBike__China_MotorBike_001436,D20,0.518,0.205727,0.284,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001436,D20,0.4917,0.192608,0.7665,TP
YOLO11s,China_MotorBike__China_MotorBike_001436,D00,0.3068,0.005801,0.7801,TP
YOLO11s,China_MotorBike__China_MotorBike_001437,D40,0.841,0.003473,0.9177,TP
YOLO11s,China_MotorBike__China_MotorBike_001446,D10,0.6295,0.183817,0.8551,TP
YOLO11s,China_MotorBike__China_MotorBike_001446,D10,0.442,0.07318,0.4509,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001446,D10,0.2531,0.022811,0.1408,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001458,D00,0.5117,0.060065,0.7112,TP
YOLO11s,China_MotorBike__China_MotorBike_001458,D10,0.4677,0.014418,0.7306,TP
YOLO11s,China_MotorBike__China_MotorBike_001458,D00,0.2599,0.065366,0.5669,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001461,D10,0.4774,0.080239,0.6432,TP
YOLO11s,China_MotorBike__China_MotorBike_001461,D10,0.3538,0.003509,0.0244,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001461,D10,0.3349,0.143679,0.6961,TP
YOLO11s,China_MotorBike__China_MotorBike_001461,D10,0.2996,0.037057,0.297,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001461,D10,0.27,0.07375,0.5912,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001461,D10,0.2551,0.068216,0.3617,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001461,D20,0.2499,0.210336,0.5818,FP_classification
YOLO11s,China_MotorBike__China_MotorBike_001472,D10,0.5432,0.218753,0.6311,TP
YOLO11s,China_MotorBike__China_MotorBike_001472,D10,0.4926,0.130203,0.4168,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001500,D10,0.4175,0.317186,0.6924,FP_classification
YOLO11s,China_MotorBike__China_MotorBike_001500,D10,0.3134,0.24529,0.7275,FP_classification
YOLO11s,China_MotorBike__China_MotorBike_001500,D00,0.2748,0.281946,0.6472,TP
YOLO11s,China_MotorBike__China_MotorBike_001505,D10,0.767,0.107099,0.8143,TP
YOLO11s,China_MotorBike__China_MotorBike_001508,D40,0.6076,0.01871,0.8734,TP
YOLO11s,China_MotorBike__China_MotorBike_001508,D40,0.3601,0.002777,0.1445,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001519,D10,0.6369,0.050539,0.6622,TP
YOLO11s,China_MotorBike__China_MotorBike_001519,D00,0.5936,0.009951,0.6432,TP
YOLO11s,China_MotorBike__China_MotorBike_001519,D00,0.4974,0.121183,0.8745,TP
YOLO11s,China_MotorBike__China_MotorBike_001519,D00,0.3679,0.009783,0.083,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001519,D00,0.2385,0.008119,0.677,TP
YOLO11s,China_MotorBike__China_MotorBike_001520,D00,0.5238,0.051981,0.6673,TP
YOLO11s,China_MotorBike__China_MotorBike_001520,D00,0.4763,0.306796,0.3183,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001520,D00,0.2661,0.18272,0.2175,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001520,D00,0.2455,0.26355,0.3021,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001540,D00,0.8081,0.114972,0.8775,TP
YOLO11s,China_MotorBike__China_MotorBike_001540,D10,0.5529,0.129539,0.9154,TP
YOLO11s,China_MotorBike__China_MotorBike_001540,D10,0.2749,0.082472,0.4809,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001553,D00,0.6415,0.226946,0.7835,TP
YOLO11s,China_MotorBike__China_MotorBike_001553,D00,0.4223,0.128112,0.5189,TP
YOLO11s,China_MotorBike__China_MotorBike_001554,D10,0.4793,0.180302,0.7796,TP
YOLO11s,China_MotorBike__China_MotorBike_001568,D20,0.6062,0.900431,0.88,TP
YOLO11s,China_MotorBike__China_MotorBike_001573,D10,0.6217,0.037174,0.7174,TP
YOLO11s,China_MotorBike__China_MotorBike_001573,D00,0.4584,0.062154,0.8181,TP
YOLO11s,China_MotorBike__China_MotorBike_001573,D00,0.3041,0.046817,0.549,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001573,D00,0.2602,0.06409,0.745,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001573,D00,0.2451,0.001252,0.2743,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001574,D00,0.5563,0.076733,0.8237,TP
YOLO11s,China_MotorBike__China_MotorBike_001574,D00,0.4853,0.011214,0.122,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001574,D00,0.347,0.033555,0.8368,TP
YOLO11s,China_MotorBike__China_MotorBike_001575,D00,0.6759,0.179654,0.7764,TP
YOLO11s,China_MotorBike__China_MotorBike_001575,D10,0.4631,0.028633,0.2421,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001575,D10,0.2651,0.00911,0.7311,TP
YOLO11s,China_MotorBike__China_MotorBike_001582,D10,0.3509,0.069694,0.6272,TP
YOLO11s,China_MotorBike__China_MotorBike_001582,D10,0.2933,0.086403,0.7776,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001582,D10,0.2728,0.024593,0.2213,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001582,D00,0.2385,0.01094,0.0,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001600,D20,0.4322,0.174519,0.6943,TP
YOLO11s,China_MotorBike__China_MotorBike_001600,D00,0.36,0.032926,0.658,TP
YOLO11s,China_MotorBike__China_MotorBike_001605,D20,0.5559,0.305511,0.8919,TP
YOLO11s,China_MotorBike__China_MotorBike_001613,D00,0.6271,0.260601,0.7037,TP
YOLO11s,China_MotorBike__China_MotorBike_001614,D00,0.6344,0.029387,0.7251,TP
YOLO11s,China_MotorBike__China_MotorBike_001614,D00,0.4387,0.183832,0.778,TP
YOLO11s,China_MotorBike__China_MotorBike_001614,D00,0.2745,0.009608,0.0415,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001614,D00,0.243,0.052708,0.543,TP
YOLO11s,China_MotorBike__China_MotorBike_001616,D00,0.6355,0.015389,0.7749,TP
YOLO11s,China_MotorBike__China_MotorBike_001616,D00,0.5922,0.257681,0.7234,TP
YOLO11s,China_MotorBike__China_MotorBike_001616,D00,0.4818,0.094889,0.3581,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001616,D00,0.3061,0.065986,0.515,TP
YOLO11s,China_MotorBike__China_MotorBike_001616,D00,0.2889,0.012669,0.5414,TP
YOLO11s,China_MotorBike__China_MotorBike_001616,D00,0.2394,0.030964,0.2883,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001618,D00,0.7382,0.131678,0.8026,TP
YOLO11s,China_MotorBike__China_MotorBike_001618,D00,0.5665,0.013833,0.9552,TP
YOLO11s,China_MotorBike__China_MotorBike_001618,D00,0.2912,0.027236,0.6792,TP
YOLO11s,China_MotorBike__China_MotorBike_001618,D00,0.2466,0.004566,0.0,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001622,D10,0.4581,0.116244,0.8024,TP
YOLO11s,China_MotorBike__China_MotorBike_001622,D10,0.2912,0.012239,0.0734,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001662,D40,0.7863,0.003234,0.7875,TP
YOLO11s,China_MotorBike__China_MotorBike_001662,D00,0.6206,0.004035,0.8368,TP
YOLO11s,China_MotorBike__China_MotorBike_001662,D10,0.5647,0.015807,0.8062,TP
YOLO11s,China_MotorBike__China_MotorBike_001662,D10,0.3793,0.030314,0.8994,TP
YOLO11s,China_MotorBike__China_MotorBike_001679,D00,0.5289,0.226457,0.7871,TP
YOLO11s,China_MotorBike__China_MotorBike_001686,D10,0.4491,0.11243,0.4254,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001686,D10,0.3938,0.268561,0.7436,FP_classification
YOLO11s,China_MotorBike__China_MotorBike_001686,D10,0.2391,0.038629,0.1761,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001700,D10,0.3608,0.09372,0.8272,TP
YOLO11s,China_MotorBike__China_MotorBike_001700,D10,0.296,0.05558,0.6313,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001707,D00,0.4987,0.067843,0.7497,TP
YOLO11s,China_MotorBike__China_MotorBike_001708,D00,0.4112,0.222084,0.9287,TP
YOLO11s,China_MotorBike__China_MotorBike_001712,D00,0.4439,0.067081,0.7582,TP
YOLO11s,China_MotorBike__China_MotorBike_001712,D00,0.4293,0.090612,0.7909,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001724,D00,0.526,0.228852,0.7483,TP
YOLO11s,China_MotorBike__China_MotorBike_001724,D00,0.4318,0.136633,0.5467,FP_duplicate
YOLO11s,China_MotorBike__China_MotorBike_001727,D20,0.7265,0.293241,0.7964,TP
YOLO11s,China_MotorBike__China_MotorBike_001733,D20,0.4934,0.823905,0.8802,TP
YOLO11s,China_MotorBike__China_MotorBike_001741,D00,0.6904,0.301806,0.8034,TP
YOLO11s,China_MotorBike__China_MotorBike_001741,D00,0.5685,0.178869,0.42,FP_localization
YOLO11s,China_MotorBike__China_MotorBike_001741,D00,0.4907,0.021981,0.0558,FP_background
YOLO11s,China_MotorBike__China_MotorBike_001741,D00,0.4647,0.391939,0.8666,TP
