model,stem,cls,tp,fp,fn
YOLO11n,United_States__United_States_003985,D00,1,2,1
YOLO11n,United_States__United_States_003985,D10,1,0,0
YOLO11n,United_States__United_States_003985,D20,1,1,0
YOLO11n,United_States__United_States_003985,D40,0,0,3
YOLO11n,United_States__United_States_004003,D00,0,1,2
YOLO11n,United_States__United_States_004003,D10,1,0,0
YOLO11n,United_States__United_States_004004,D00,3,0,0
YOLO11n,United_States__United_States_004004,D20,0,2,0
YOLO11n,United_States__United_States_004005,D00,1,0,0
YOLO11n,United_States__United_States_004005,D10,1,0,1
YOLO11n,United_States__United_States_004013,D00,0,0,1
YOLO11n,United_States__United_States_004013,D10,1,0,0
YOLO11n,United_States__United_States_004020,D00,1,1,2
YOLO11n,United_States__United_States_004023,D00,1,0,0
YOLO11n,United_States__United_States_004023,D20,0,0,1
YOLO11n,United_States__United_States_004024,D00,1,0,0
YOLO11n,United_States__United_States_004024,D10,1,0,0
YOLO11n,United_States__United_States_004029,D00,0,0,1
YOLO11n,United_States__United_States_004029,D10,1,2,0
YOLO11n,United_States__United_States_004029,D20,0,0,1
YOLO11n,United_States__United_States_004053,D00,1,0,0
YOLO11n,United_States__United_States_004053,D10,1,2,0
YOLO11n,United_States__United_States_004064,D00,2,0,2
YOLO11n,United_States__United_States_004065,D00,1,0,0
YOLO11n,United_States__United_States_004071,D00,1,0,0
YOLO11n,United_States__United_States_004072,D10,1,0,0
YOLO11n,United_States__United_States_004086,D00,2,1,0
YOLO11n,United_States__United_States_004091,D00,1,1,0
YOLO11n,United_States__United_States_004091,D10,0,1,0
YOLO11n,United_States__United_States_004103,D00,1,2,0
YOLO11n,United_States__United_States_004127,D00,2,0,1
YOLO11n,United_States__United_States_004128,D00,2,3,1
YOLO11n,United_States__United_States_004131,D00,0,1,0
YOLO11n,United_States__United_States_004131,D10,1,1,0
YOLO11n,United_States__United_States_004136,D00,0,1,1
YOLO11n,United_States__United_States_004136,D20,1,0,0
YOLO11n,United_States__United_States_004139,D00,2,0,1
YOLO11n,United_States__United_States_004142,D00,1,2,1
YOLO11n,United_States__United_States_004142,D10,0,0,1
YOLO11n,United_States__United_States_004153,D00,1,0,0
YOLO11n,United_States__United_States_004155,D00,1,0,0
YOLO11n,United_States__United_States_004157,D00,2,0,0
YOLO11n,United_States__United_States_004157,D10,0,0,1
YOLO11n,United_States__United_States_004159,D00,0,1,0
YOLO11n,United_States__United_States_004159,D10,2,1,0
YOLO11n,United_States__United_States_004159,D20,0,0,1
YOLO11n,United_States__United_States_004163,D00,1,0,0
YOLO11n,United_States__United_States_004163,D10,1,0,0
YOLO11n,United_States__United_States_004165,D00,0,1,0
YOLO11n,United_States__United_States_004165,D10,1,1,0
YOLO11n,United_States__United_States_004168,D00,2,0,0
YOLO11n,United_States__United_States_004168,D10,1,0,0
YOLO11n,United_States__United_States_004174,D00,1,1,0
YOLO11n,United_States__United_States_004176,D00,1,0,0
YOLO11n,United_States__United_States_004194,D00,1,0,1
YOLO11n,United_States__United_States_004198,D00,1,1,0
YOLO11n,United_States__United_States_004198,D10,1,0,1
YOLO11n,United_States__United_States_004200,D00,0,0,1
YOLO11n,United_States__United_States_004203,D00,1,1,0
YOLO11n,United_States__United_States_004203,D10,1,0,0
YOLO11n,United_States__United_States_004203,D20,1,0,0
YOLO11n,United_States__United_States_004206,D00,0,0,1
YOLO11n,United_States__United_States_004206,D10,1,0,0
YOLO11n,United_States__United_States_004207,D00,1,5,2
YOLO11n,United_States__United_States_004207,D10,2,1,0
YOLO11n,United_States__United_States_004228,D00,0,2,0
YOLO11n,United_States__United_States_004228,D20,1,2,0
YOLO11n,United_States__United_States_004250,D00,0,3,1
YOLO11n,United_States__United_States_004250,D10,1,1,4
YOLO11n,United_States__United_States_004251,D00,1,0,0
YOLO11n,United_States__United_States_004255,D10,0,0,1
YOLO11n,United_States__United_States_004257,D00,2,3,1
YOLO11n,United_States__United_States_004258,D00,1,0,2
YOLO11n,United_States__United_States_004258,D10,0,4,0
YOLO11n,United_States__United_States_004268,D00,1,0,0
YOLO11n,United_States__United_States_004276,D20,2,0,0
YOLO11n,United_States__United_States_004279,D20,1,0,0
YOLO11n,United_States__United_States_004280,D00,1,2,1
YOLO11n,United_States__United_States_004280,D10,1,0,0
YOLO11n,United_States__United_States_004309,D00,1,0,0
YOLO11n,United_States__United_States_004326,D00,2,0,1
YOLO11n,United_States__United_States_004326,D10,0,1,1
YOLO11n,United_States__United_States_004331,D00,1,1,2
YOLO11n,United_States__United_States_004331,D10,1,1,1
YOLO11n,United_States__United_States_004356,D00,0,3,0
YOLO11n,United_States__United_States_004356,D20,1,0,0
YOLO11n,United_States__United_States_004357,D00,1,1,0
YOLO11n,United_States__United_States_004357,D20,0,1,1
YOLO11n,United_States__United_States_004360,D00,2,3,0
YOLO11n,United_States__United_States_004360,D10,0,2,1
YOLO11n,United_States__United_States_004360,D20,0,0,1
YOLO11n,United_States__United_States_004368,D00,1,3,0
YOLO11n,United_States__United_States_004371,D00,0,0,2
YOLO11n,United_States__United_States_004371,D20,0,1,0
YOLO11n,United_States__United_States_004374,D00,1,1,3
YOLO11n,United_States__United_States_004374,D10,0,1,0
YOLO11n,United_States__United_States_004374,D20,0,0,2
YOLO11n,United_States__United_States_004376,D00,1,0,0
YOLO11n,United_States__United_States_004385,D10,1,1,0
YOLO11n,United_States__United_States_004386,D00,1,1,0
YOLO11n,United_States__United_States_004387,D00,1,1,1
YOLO11n,United_States__United_States_004387,D10,0,0,1
YOLO11n,United_States__United_States_004388,D10,1,2,0
YOLO11n,United_States__United_States_004398,D40,0,0,1
YOLO11n,United_States__United_States_004400,D00,0,0,1
YOLO11n,United_States__United_States_004400,D10,1,1,0
YOLO11n,United_States__United_States_004400,D20,0,0,1
YOLO11n,United_States__United_States_004402,D00,2,2,3
YOLO11n,United_States__United_States_004402,D10,0,1,1
YOLO11n,United_States__United_States_004407,D00,2,1,1
YOLO11n,United_States__United_States_004407,D10,1,0,0
YOLO11n,United_States__United_States_004410,D20,0,0,1
YOLO11n,United_States__United_States_004412,D10,1,0,1
YOLO11n,United_States__United_States_004412,D20,1,1,1
YOLO11n,United_States__United_States_004422,D00,2,0,0
YOLO11n,United_States__United_States_004423,D00,2,0,0
YOLO11n,United_States__United_States_004423,D10,0,0,1
YOLO11n,United_States__United_States_004424,D00,0,2,2
YOLO11n,United_States__United_States_004430,D00,1,0,0
YOLO11n,United_States__United_States_004437,D00,2,0,0
YOLO11n,United_States__United_States_004438,D00,1,2,0
YOLO11n,United_States__United_States_004438,D10,1,0,0
YOLO11n,United_States__United_States_004442,D00,0,0,1
YOLO11n,United_States__United_States_004442,D10,0,2,1
YOLO11n,United_States__United_States_004443,D00,1,1,0
YOLO11n,United_States__United_States_004443,D10,1,1,1
YOLO11n,United_States__United_States_004455,D00,2,1,1
YOLO11n,United_States__United_States_004455,D20,1,0,0
YOLO11n,United_States__United_States_004456,D00,1,1,0
YOLO11n,United_States__United_States_004456,D10,1,1,0
YOLO11n,United_States__United_States_004457,D00,1,0,1
YOLO11n,United_States__United_States_004458,D00,1,0,0
YOLO11n,United_States__United_States_004460,D00,1,1,0
YOLO11n,United_States__United_States_004460,D10,1,2,0
YOLO11n,United_States__United_States_004472,D00,1,1,0
YOLO11n,United_States__United_States_004472,D10,0,1,1
YOLO11n,United_States__United_States_004472,D40,0,0,1
YOLO11n,United_States__United_States_004478,D00,0,1,0
YOLO11n,United_States__United_States_004478,D10,0,0,1
YOLO11n,United_States__United_States_004480,D00,1,0,1
YOLO11n,United_States__United_States_004488,D00,1,1,0
YOLO11n,United_States__United_States_004488,D10,1,2,1
YOLO11n,United_States__United_States_004493,D10,0,0,2
YOLO11n,United_States__United_States_004503,D00,2,3,0
YOLO11n,United_States__United_States_004503,D10,1,0,0
YOLO11n,United_States__United_States_004504,D10,0,0,1
YOLO11n,United_States__United_States_004507,D00,0,1,1
YOLO11n,United_States__United_States_004517,D00,2,0,0
YOLO11n,United_States__United_States_004517,D10,1,0,0
YOLO11n,United_States__United_States_004520,D00,3,2,1
YOLO11n,United_States__United_States_004523,D20,0,0,1
YOLO11n,United_States__United_States_004526,D00,2,1,1
YOLO11n,United_States__United_States_004532,D00,1,1,1
YOLO11n,United_States__United_States_004532,D10,2,2,0
YOLO11n,United_States__United_States_004536,D00,1,0,0
YOLO11n,United_States__United_States_004536,D20,0,0,1
YOLO11n,United_States__United_States_004538,D00,0,2,1
YOLO11n,United_States__United_States_004538,D20,1,0,0
YOLO11n,United_States__United_States_004544,D00,1,1,0
YOLO11n,United_States__United_States_004545,D00,2,1,1
YOLO11n,United_States__United_States_004545,D10,0,2,1
YOLO11n,United_States__United_States_004546,D20,1,2,1
YOLO11n,United_States__United_States_004548,D00,2,1,0
YOLO11n,United_States__United_States_004548,D10,0,2,0
YOLO11n,United_States__United_States_004549,D00,1,1,0
YOLO11n,United_States__United_States_004549,D40,0,0,1
YOLO11n,United_States__United_States_004555,D00,2,1,1
YOLO11n,United_States__United_States_004555,D10,0,1,0
YOLO11n,United_States__United_States_004556,D00,1,1,0
YOLO11n,United_States__United_States_004558,D00,0,0,1
YOLO11n,United_States__United_States_004558,D20,1,0,0
YOLO11n,United_States__United_States_004575,D00,1,1,2
YOLO11n,United_States__United_States_004577,D00,0,1,0
YOLO11n,United_States__United_States_004577,D10,1,0,0
YOLO11n,United_States__United_States_004599,D00,2,2,0
YOLO11n,United_States__United_States_004624,D00,0,0,1
YOLO11n,United_States__United_States_004625,D00,1,5,1
YOLO11n,United_States__United_States_004625,D10,0,2,1
YOLO11n,United_States__United_States_004628,D10,1,0,0
YOLO11n,United_States__United_States_004634,D00,0,3,1
YOLO11n,United_States__United_States_004637,D20,0,0,1
YOLO11n,United_States__United_States_004639,D10,1,1,0
YOLO11n,United_States__United_States_004643,D40,0,0,1
YOLO11n,United_States__United_States_004646,D00,0,0,2
YOLO11n,United_States__United_States_004646,D10,2,0,0
YOLO11n,United_States__United_States_004654,D00,1,0,2
YOLO11n,United_States__United_States_004654,D10,1,0,0
YOLO11n,United_States__United_States_004670,D00,1,0,4
YOLO11n,United_States__United_States_004670,D10,1,0,0
YOLO11n,United_States__United_States_004670,D20,0,2,0
YOLO11n,United_States__United_States_004678,D10,1,1,0
YOLO11n,United_States__United_States_004682,D00,3,0,0
YOLO11n,United_States__United_States_004685,D10,1,1,0
YOLO11n,United_States__United_States_004685,D40,0,1,0
YOLO11n,United_States__United_States_004686,D00,1,1,0
YOLO11n,United_States__United_States_004686,D10,0,0,1
YOLO11n,United_States__United_States_004692,D00,1,3,1
YOLO11n,United_States__United_States_004692,D10,0,1,1
YOLO11n,United_States__United_States_004704,D00,0,0,1
YOLO11n,United_States__United_States_004704,D20,0,0,1
YOLO11n,United_States__United_States_004708,D00,1,0,0
YOLO11n,United_States__United_States_004711,D00,1,0,2
YOLO11n,United_States__United_States_004714,D20,1,0,1
YOLO11n,United_States__United_States_004726,D00,1,2,0
YOLO11n,United_States__United_States_004730,D00,0,0,1
YOLO11n,United_States__United_States_004730,D10,1,1,0
YOLO11n,United_States__United_States_004738,D00,1,1,0
YOLO11n,United_States__United_States_004738,D10,0,3,0
YOLO11n,United_States__United_States_004751,D00,2,1,0
YOLO11n,United_States__United_States_004751,D10,0,1,1
YOLO11n,United_States__United_States_004754,D00,0,0,1
YOLO11n,United_States__United_States_004766,D00,0,1,0
YOLO11n,United_States__United_States_004766,D10,1,0,0
YOLO11n,United_States__United_States_004766,D20,0,0,1
YOLO11n,United_States__United_States_004767,D10,1,0,0
YOLO11n,United_States__United_States_004774,D00,1,0,2
YOLO11n,United_States__United_States_004774,D10,1,0,0
YOLO11n,United_States__United_States_004784,D00,5,2,1
YOLO11s,China_Drone__China_Drone_000008,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000017,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000032,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000032,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000038,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000046,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000051,D00,0,1,0
YOLO11s,China_Drone__China_Drone_000051,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000053,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000054,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000064,D40,0,0,1
YOLO11s,China_Drone__China_Drone_000069,D10,0,0,1
YOLO11s,China_Drone__China_Drone_000075,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000079,D00,1,0,1
YOLO11s,China_Drone__China_Drone_000079,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000082,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000082,D10,1,2,2
YOLO11s,China_Drone__China_Drone_000092,D00,2,1,1
YOLO11s,China_Drone__China_Drone_000093,D00,1,1,0
YOLO11s,China_Drone__China_Drone_000095,D00,0,1,0
YOLO11s,China_Drone__China_Drone_000095,D10,1,1,0
YOLO11s,China_Drone__China_Drone_000102,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000113,D00,2,0,1
YOLO11s,China_Drone__China_Drone_000113,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000135,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000140,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000140,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000179,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000179,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000180,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000184,D00,1,1,0
YOLO11s,China_Drone__China_Drone_000184,D10,1,0,2
YOLO11s,China_Drone__China_Drone_000194,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000207,D10,0,0,1
YOLO11s,China_Drone__China_Drone_000207,D20,1,0,0
YOLO11s,China_Drone__China_Drone_000235,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000247,D00,1,1,0
YOLO11s,China_Drone__China_Drone_000250,D00,0,1,0
YOLO11s,China_Drone__China_Drone_000254,D00,1,1,1
YOLO11s,China_Drone__China_Drone_000264,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000264,D10,0,0,1
YOLO11s,China_Drone__China_Drone_000267,D10,0,0,2
YOLO11s,China_Drone__China_Drone_000268,D10,0,0,1
YOLO11s,China_Drone__China_Drone_000279,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000287,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000299,D00,0,1,0
YOLO11s,China_Drone__China_Drone_000299,D10,1,1,1
YOLO11s,China_Drone__China_Drone_000300,D00,1,1,0
YOLO11s,China_Drone__China_Drone_000317,D10,2,2,0
YOLO11s,China_Drone__China_Drone_000318,D00,1,2,0
YOLO11s,China_Drone__China_Drone_000345,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000345,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000357,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000360,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000363,D00,0,1,0
YOLO11s,China_Drone__China_Drone_000363,D10,0,0,1
YOLO11s,China_Drone__China_Drone_000392,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000392,D10,3,0,0
YOLO11s,China_Drone__China_Drone_000396,D00,0,1,0
YOLO11s,China_Drone__China_Drone_000404,D40,1,1,1
YOLO11s,China_Drone__China_Drone_000405,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000406,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000410,D00,1,1,0
YOLO11s,China_Drone__China_Drone_000411,D00,1,0,1
YOLO11s,China_Drone__China_Drone_000411,D10,0,1,1
YOLO11s,China_Drone__China_Drone_000416,D10,2,1,0
YOLO11s,China_Drone__China_Drone_000429,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000429,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000430,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000431,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000440,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000440,D10,0,1,0
YOLO11s,China_Drone__China_Drone_000442,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000452,D10,0,0,1
YOLO11s,China_Drone__China_Drone_000454,D10,0,1,1
YOLO11s,China_Drone__China_Drone_000471,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000481,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000493,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000503,D40,2,0,1
YOLO11s,China_Drone__China_Drone_000506,D10,0,0,1
YOLO11s,China_Drone__China_Drone_000515,D00,0,2,1
YOLO11s,China_Drone__China_Drone_000515,D10,0,0,2
YOLO11s,China_Drone__China_Drone_000563,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000589,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000595,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000598,D10,0,1,0
YOLO11s,China_Drone__China_Drone_000605,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000615,D00,2,1,1
YOLO11s,China_Drone__China_Drone_000620,D10,0,2,2
YOLO11s,China_Drone__China_Drone_000622,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000634,D00,1,1,0
YOLO11s,China_Drone__China_Drone_000640,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000648,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000650,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000650,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000653,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000656,D00,1,3,0
YOLO11s,China_Drone__China_Drone_000662,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000695,D20,1,0,0
YOLO11s,China_Drone__China_Drone_000695,D40,1,0,0
YOLO11s,China_Drone__China_Drone_000708,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000708,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000711,D00,1,1,1
YOLO11s,China_Drone__China_Drone_000711,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000715,D10,1,2,0
YOLO11s,China_Drone__China_Drone_000717,D10,0,0,1
YOLO11s,China_Drone__China_Drone_000733,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000738,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000738,D10,1,1,1
YOLO11s,China_Drone__China_Drone_000745,D10,1,2,0
YOLO11s,China_Drone__China_Drone_000759,D00,0,1,1
YOLO11s,China_Drone__China_Drone_000763,D00,0,1,1
YOLO11s,China_Drone__China_Drone_000767,D10,1,1,0
YOLO11s,China_Drone__China_Drone_000768,D00,1,1,0
YOLO11s,China_Drone__China_Drone_000802,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000808,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000826,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000831,D00,0,1,0
YOLO11s,China_Drone__China_Drone_000831,D10,0,1,1
YOLO11s,China_Drone__China_Drone_000831,D40,0,1,0
YOLO11s,China_Drone__China_Drone_000853,D10,1,0,0
YOLO11s,China_Drone__China_Drone_000865,D00,1,0,1
YOLO11s,China_Drone__China_Drone_000866,D10,1,1,0
YOLO11s,China_Drone__China_Drone_000867,D00,2,3,0
YOLO11s,China_Drone__China_Drone_000867,D10,1,0,1
YOLO11s,China_Drone__China_Drone_000871,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000881,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000889,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000906,D10,1,1,0
YOLO11s,China_Drone__China_Drone_000919,D00,2,0,0
YOLO11s,China_Drone__China_Drone_000932,D00,1,2,0
YOLO11s,China_Drone__China_Drone_000932,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000945,D00,1,0,1
YOLO11s,China_Drone__China_Drone_000945,D10,2,1,0
YOLO11s,China_Drone__China_Drone_000947,D00,0,0,1
YOLO11s,China_Drone__China_Drone_000947,D20,1,0,0
YOLO11s,China_Drone__China_Drone_000952,D20,0,0,1
YOLO11s,China_Drone__China_Drone_000976,D00,0,3,0
YOLO11s,China_Drone__China_Drone_000980,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000993,D00,1,0,0
YOLO11s,China_Drone__China_Drone_000994,D10,0,0,1
YOLO11s,China_Drone__China_Drone_000995,D00,1,1,0
YOLO11s,China_Drone__China_Drone_000996,D10,0,1,0
YOLO11s,China_Drone__China_Drone_001018,D20,1,1,0
YOLO11s,China_Drone__China_Drone_001024,D00,1,2,2
YOLO11s,China_Drone__China_Drone_001025,D00,1,1,0
YOLO11s,China_Drone__China_Drone_001030,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001040,D00,1,0,0
YOLO11s,China_Drone__China_Drone_001040,D10,3,2,0
YOLO11s,China_Drone__China_Drone_001043,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001048,D00,1,0,0
YOLO11s,China_Drone__China_Drone_001067,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001067,D40,1,0,0
YOLO11s,China_Drone__China_Drone_001069,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001081,D00,1,1,0
YOLO11s,China_Drone__China_Drone_001091,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001104,D00,2,1,0
YOLO11s,China_Drone__China_Drone_001108,D00,0,1,1
YOLO11s,China_Drone__China_Drone_001108,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001129,D00,1,0,0
YOLO11s,China_Drone__China_Drone_001129,D10,1,1,1
YOLO11s,China_Drone__China_Drone_001136,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001136,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001141,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001152,D00,2,0,0
YOLO11s,China_Drone__China_Drone_001157,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001159,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001159,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001166,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001182,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001182,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001190,D00,1,0,1
YOLO11s,China_Drone__China_Drone_001192,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001200,D10,1,2,0
YOLO11s,China_Drone__China_Drone_001217,D10,2,0,0
YOLO11s,China_Drone__China_Drone_001222,D00,0,0,2
YOLO11s,China_Drone__China_Drone_001222,D10,0,1,1
YOLO11s,China_Drone__China_Drone_001229,D00,1,0,1
YOLO11s,China_Drone__China_Drone_001238,D00,1,0,1
YOLO11s,China_Drone__China_Drone_001246,D10,1,2,1
YOLO11s,China_Drone__China_Drone_001247,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001250,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001250,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001263,D00,2,1,3
YOLO11s,China_Drone__China_Drone_001263,D10,0,1,0
YOLO11s,China_Drone__China_Drone_001271,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001271,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001272,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001283,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001305,D00,0,1,1
YOLO11s,China_Drone__China_Drone_001317,D10,1,1,1
YOLO11s,China_Drone__China_Drone_001356,D10,0,1,1
YOLO11s,China_Drone__China_Drone_001356,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001367,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001367,D10,0,1,0
YOLO11s,China_Drone__China_Drone_001368,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001368,D20,0,1,1
YOLO11s,China_Drone__China_Drone_001374,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001380,D00,0,1,1
YOLO11s,China_Drone__China_Drone_001382,D00,1,1,1
YOLO11s,China_Drone__China_Drone_001382,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001415,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001424,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001426,D40,0,1,0
YOLO11s,China_Drone__China_Drone_001429,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001430,D10,0,1,1
YOLO11s,China_Drone__China_Drone_001433,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001433,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001452,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001477,D00,1,0,0
YOLO11s,China_Drone__China_Drone_001478,D00,1,1,0
YOLO11s,China_Drone__China_Drone_001479,D00,1,1,0
YOLO11s,China_Drone__China_Drone_001479,D10,2,1,0
YOLO11s,China_Drone__China_Drone_001489,D00,1,0,1
YOLO11s,China_Drone__China_Drone_001493,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001502,D00,1,0,1
YOLO11s,China_Drone__China_Drone_001503,D00,0,1,1
YOLO11s,China_Drone__China_Drone_001511,D20,0,1,0
YOLO11s,China_Drone__China_Drone_001511,D40,0,0,1
YOLO11s,China_Drone__China_Drone_001521,D00,1,2,0
YOLO11s,China_Drone__China_Drone_001521,D10,0,1,0
YOLO11s,China_Drone__China_Drone_001526,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001530,D00,0,2,0
YOLO11s,China_Drone__China_Drone_001530,D10,0,1,0
YOLO11s,China_Drone__China_Drone_001530,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001540,D00,1,1,0
YOLO11s,China_Drone__China_Drone_001546,D00,1,0,0
YOLO11s,China_Drone__China_Drone_001566,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001590,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001591,D10,2,1,0
YOLO11s,China_Drone__China_Drone_001592,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001608,D00,2,2,0
YOLO11s,China_Drone__China_Drone_001608,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001623,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001632,D00,1,0,0
YOLO11s,China_Drone__China_Drone_001632,D10,1,1,1
YOLO11s,China_Drone__China_Drone_001637,D00,2,0,0
YOLO11s,China_Drone__China_Drone_001638,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001653,D00,2,4,0
YOLO11s,China_Drone__China_Drone_001672,D00,1,0,0
YOLO11s,China_Drone__China_Drone_001686,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001686,D10,2,0,0
YOLO11s,China_Drone__China_Drone_001692,D00,1,1,0
YOLO11s,China_Drone__China_Drone_001693,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001713,D10,1,0,1
YOLO11s,China_Drone__China_Drone_001721,D00,0,0,2
YOLO11s,China_Drone__China_Drone_001722,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001727,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001727,D10,2,1,0
YOLO11s,China_Drone__China_Drone_001731,D00,0,1,1
YOLO11s,China_Drone__China_Drone_001749,D10,0,1,0
YOLO11s,China_Drone__China_Drone_001757,D00,1,0,2
YOLO11s,China_Drone__China_Drone_001760,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001765,D00,1,0,0
YOLO11s,China_Drone__China_Drone_001765,D10,1,2,0
YOLO11s,China_Drone__China_Drone_001777,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001782,D00,1,0,0
YOLO11s,China_Drone__China_Drone_001795,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001809,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001822,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001827,D00,1,0,1
